Truth,Decoded
Prego,tutto a lo
Salve quanto costa quell articolo,certo e costa e io
Buonasera io sono Mario,e lo io lo stai e aiato
Buongiorno io sono Mario,puanoate come lo
Si grazie e arrivederci,certo e costa un io
Le auguro una buona giornata,e lo a lo lo e lo
Certo ecco a lei vuole un sacchetto,quanto a a io
Purtroppo non lo so pero potresti chiedere all autista,certo e costa e io
"Certo volentieri, io lo prendero macchiato",certo e a costa e io
Quanto costa il biglietto,certo a il prego io
Va bene grazie lo stesso,a e arriva che lo
Perfetto vorrei comprarne due.,e certo io lo sono
Prendiamo un caffe al bar,certo ora lo le io
Buongiorno io sono Mario,certo un corane io
Dovrebbe arrivare tra qualche minuto,puaeo a lo
Le auguro una buona giornata,si lo un conmao
