Truth,Decoded
Le auguro una buona giornata,sono e lo lo
"Certo volentieri, io lo prendero macchiato",e lo io come io
Quanto costa il biglietto,sono e lo
A che ora arriva il pullman,quanto una io
Dovrebbe arrivare tra qualche minuto,a bene mario io lo
Tutto bene tu,tutto lo
Tutto bene grazie,tutto a lo
Va bene grazie lo stesso,a euro mario certo
Perfetto vorrei comprarne due.,sono a come
Purtroppo non lo so pero potresti chiedere all autista,e lo in coraoe lo
Buonasera io sono Mario,tu lo a lo lo
Prendiamo un caffe al bar,tu lo una lo
Salve quanto costa quell articolo,a lo io come lo
Si grazie e arrivederci,a euro una a lo
E in offerta costa dieci euro,e lo io corale io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo lo oposra io mario
