Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purntopo lo lo lo oposr e mario
Tutto bene tu,tutto e lo
"Certo volentieri, io lo prendero macchiato",certo e lo a le io
Dovrebbe arrivare tra qualche minuto,e lo e a a lo
Prego,prego
Tutto bene grazie,tutto e e lo
E in offerta costa dieci euro,e lo lo ora e lo
Buongiorno io sono Mario,tutto un lo lo
A che ora arriva il pullman,e lo in lo lo
Salve quanto costa quell articolo,certo ora e lo
Va bene grazie lo stesso,tu lo io lo
Prendiamo un caffe al bar,tutto un lo
Certo ecco a lei vuole un sacchetto,e lo un lo e lo
Si grazie e arrivederci,tutto e lo
Buonasera io sono Mario,tutto un lo lo
Perfetto vorrei comprarne due.,tutto un lo lo
