Truth,Decoded
Le auguro una buona giornata,due io
E in offerta costa dieci euro,due lo
Prendiamo un caffe al bar,due io
Buonasera io sono Mario,pero io
Va bene grazie lo stesso,pero io
Dovrebbe arrivare tra qualche minuto,pero io
Si grazie e arrivederci,pero io
Purtroppo non lo so pero potresti chiedere all autista,due e io
Tutto bene tu,pero io
Tutto bene grazie,pero io
Certo ecco a lei vuole un sacchetto,pero lo
Le auguro una buona giornata,pero io
Salve quanto costa quell articolo,pero io
"Certo volentieri, io lo prendero macchiato",pero e io
Buonasera io sono Mario,pero io
A che ora arriva il pullman,pero io
