Truth,Decoded
Buonasera io sono Mario,pero io
Prendiamo un caffe al bar,pero io
Piacere Luigi come stai,pero io
Prego,prego
Tutto bene grazie,pero io
Salve quanto costa quell articolo,pero io
Dovrebbe arrivare tra qualche minuto,pero io
Tutto bene tu,prego
E in offerta costa dieci euro,pero io
"Certo volentieri, io lo prendero macchiato",pero io
Buongiorno io sono Mario,pero io
Quanto costa il biglietto,pero io
A che ora arriva il pullman,pero io
Purtroppo non lo so pero potresti chiedere all autista,pero io
Perfetto vorrei comprarne due.,pero io
Piacere Luigi come stai,pero io
