Truth,Decoded
Quanto costa il biglietto,quanto a il io lo
Piacere Luigi come stai,tutto e le mario
Le auguro una buona giornata,le e un bene lo
Perfetto vorrei comprarne due.,sono a costa e lo
Buongiorno io sono Mario,sono un io si lo
Prendiamo un caffe al bar,tutto a lo lo
"Certo volentieri, io lo prendero macchiato",certo sono costa e ahito
A che ora arriva il pullman,a certo a io e lo
Le auguro una buona giornata,e lo un onsane lo
Va bene grazie lo stesso,e lo io io a lo
Prego,tra e lo
Dovrebbe arrivare tra qualche minuto,a certo ora io a le lo
Tutto bene tu,tutto a lo lo
Salve quanto costa quell articolo,e lo a conane lo
Buonasera io sono Mario,le certo io io a lo
Purtroppo non lo so pero potresti chiedere all autista,un lo un lo lo lo potresti che lo actitato
