Truth,Decoded
Le auguro una buona giornata,tu lo io
"Certo volentieri, io lo prendero macchiato",certo si e lo
Quanto costa il biglietto,tu lo io
A che ora arriva il pullman,tu lo lo
Dovrebbe arrivare tra qualche minuto,tu lo a lo
Tutto bene tu,tu lo lo
Tutto bene grazie,tu lo a lo
Va bene grazie lo stesso,tu lo a lo
Perfetto vorrei comprarne due.,tu lo a certo
Purtroppo non lo so pero potresti chiedere all autista,certo orieto
Buonasera io sono Mario,tu lo io lo
Prendiamo un caffe al bar,tu lo io
Salve quanto costa quell articolo,tu lo si io
Si grazie e arrivederci,tu lo io lo
E in offerta costa dieci euro,tu lo io lo
Purtroppo non lo so pero potresti chiedere all autista,certo un ora io
