Truth,Decoded
"Certo volentieri, io lo prendero macchiato",certo a e lo
Buonasera io sono Mario,tu lo a lo
Certo ecco a lei vuole un sacchetto,certo ora e io
Prego,prego
Salve quanto costa quell articolo,certo lo so e io
A che ora arriva il pullman,tu lo a lo
Piacere Luigi come stai,tu lo a e lo
E in offerta costa dieci euro,certo a e io
Purtroppo non lo so pero potresti chiedere all autista,certo un lo e io
Si grazie e arrivederci,certo a a io
Tutto bene tu,tu lo lo
Tutto bene grazie,tu lo a lo
Buongiorno io sono Mario,tu lo a lo
Prego,euro lo
Certo ecco a lei vuole un sacchetto,e lo e io
Piacere Luigi come stai,tu lo a lo
