Truth,Decoded
Quanto costa il biglietto,tutto a io lo
Piacere Luigi come stai,tutto un e lo
Le auguro una buona giornata,sono un io lo
Perfetto vorrei comprarne due.,a lo io cosane io
Buongiorno io sono Mario,sono a io e lo
Prendiamo un caffe al bar,trtene lo
"Certo volentieri, io lo prendero macchiato",certo sono costa e io
A che ora arriva il pullman,a lo mario io lo
Le auguro una buona giornata,a lo a lo e lo
Va bene grazie lo stesso,a lo mario io e lo
Prego,prego e a lo
Dovrebbe arrivare tra qualche minuto,a lo mario io e lo
Tutto bene tu,tutto a io lo
Salve quanto costa quell articolo,a lo io come lo
Buonasera io sono Mario,a lo io lo e lo
Purtroppo non lo so pero potresti chiedere all autista,un lo un lo lo lo costa bene ahito
