Truth,Decoded
Quanto costa il biglietto,quanto a lo e lo
Piacere Luigi come stai,bene il lo
Le auguro una buona giornata,quanto un io lo
Perfetto vorrei comprarne due.,a lo io come
Buongiorno io sono Mario,quanto io io sono
Prendiamo un caffe al bar,trtne lo
"Certo volentieri, io lo prendero macchiato",certo a costa e io
A che ora arriva il pullman,a euro mario io lo
Le auguro una buona giornata,a lo a lo lo
Va bene grazie lo stesso,a certo mario io lo
Prego,prego
Dovrebbe arrivare tra qualche minuto,va euro mario io lo
Tutto bene tu,tutto a lo
Salve quanto costa quell articolo,a lo io come
Buonasera io sono Mario,a certo mario io lo
Purtroppo non lo so pero potresti chiedere all autista,un lo un lo lo lo oposti bene ahito
