Truth,Decoded
Le auguro una buona giornata,tu lo a lo lo
"Certo volentieri, io lo prendero macchiato",sono io io lo io
Quanto costa il biglietto,tutto e lo
A che ora arriva il pullman,quanto a a lo
Dovrebbe arrivare tra qualche minuto,va ceroarva e a euro
Tutto bene tu,tutto a io
Tutto bene grazie,tutto un lo
Va bene grazie lo stesso,a lo io io a lo
Perfetto vorrei comprarne due.,tutto a iomrane lo
Purtroppo non lo so pero potresti chiedere all autista,e lo sono ora e io
Buonasera io sono Mario,sono a ionsane lo
Prendiamo un caffe al bar,quanto a lo lo
Salve quanto costa quell articolo,tu lo una costa e lo
Si grazie e arrivederci,quanto e a le io
E in offerta costa dieci euro,e lo a ora due minuto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo lo lo oposra ondero macchiato
