Truth,Decoded
Le auguro una buona giornata,un io
E in offerta costa dieci euro,un io
Prendiamo un caffe al bar,un io
Buonasera io sono Mario,un io
Va bene grazie lo stesso,un io
Dovrebbe arrivare tra qualche minuto,un io
Si grazie e arrivederci,un lo
Purtroppo non lo so pero potresti chiedere all autista,un lo
Tutto bene tu,un lo
Tutto bene grazie,un lo
Certo ecco a lei vuole un sacchetto,un lo
Le auguro una buona giornata,un lo
Salve quanto costa quell articolo,un lo
"Certo volentieri, io lo prendero macchiato",un lo
Buonasera io sono Mario,un lo
A che ora arriva il pullman,un lo
