Truth,Decoded
Buonasera io sono Mario,purer io
Prendiamo un caffe al bar,pero io
Piacere Luigi come stai,pero io
Prego,pero io
Tutto bene grazie,prego
Salve quanto costa quell articolo,purer io
Dovrebbe arrivare tra qualche minuto,pero io
Tutto bene tu,prego
E in offerta costa dieci euro,pero io
"Certo volentieri, io lo prendero macchiato",pero io
Buongiorno io sono Mario,prego
Quanto costa il biglietto,pero io
A che ora arriva il pullman,pero io
Purtroppo non lo so pero potresti chiedere all autista,puret io
Perfetto vorrei comprarne due.,purer io
Piacere Luigi come stai,purer lo
