Truth,Decoded
Prego,tutto lo
Salve quanto costa quell articolo,certo qrte lo so bene atito
Buonasera io sono Mario,certo io lo stai il aiato
Buongiorno io sono Mario,quanto a lo lo mario
Si grazie e arrivederci,certo e costa il atito
Le auguro una buona giornata,certo a lo a e minuto
Certo ecco a lei vuole un sacchetto,quanto e lo io
Purtroppo non lo so pero potresti chiedere all autista,certo e lo prego ahito
"Certo volentieri, io lo prendero macchiato",certo e lo lo il ahito
Quanto costa il biglietto,prego io il e ahiuto
Va bene grazie lo stesso,a bene arriva a taqle lo
Perfetto vorrei comprarne due.,e certo io costa
Prendiamo un caffe al bar,certo io costa le atito
Buongiorno io sono Mario,euro un lo bene io
Dovrebbe arrivare tra qualche minuto,prego a lo
Le auguro una buona giornata,e lo una bene a
