Truth,Decoded
Prego,un lo
Salve quanto costa quell articolo,purtropont costa un io
Buonasera io sono Mario,e lo tu tu e io
Buongiorno io sono Mario,tutto a lo lo
Si grazie e arrivederci,purtropont otsti bene io
Le auguro una buona giornata,e lo io lo a e io
Certo ecco a lei vuole un sacchetto,a lo a il e io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo e bene lo achito
"Certo volentieri, io lo prendero macchiato",purtroppo lo lo lo e e atito
Quanto costa il biglietto,tutto e e io
Va bene grazie lo stesso,a lo mario che io
Perfetto vorrei comprarne due.,e lo io lo io
Prendiamo un caffe al bar,certo ora a si le ahito
Buongiorno io sono Mario,sono un le io
Dovrebbe arrivare tra qualche minuto,tutto e lo
Le auguro una buona giornata,si lo io io lo
