Truth,Decoded
Quanto costa il biglietto,tu lo e lo
Piacere Luigi come stai,certo e lo
Le auguro una buona giornata,tu lo lo
Perfetto vorrei comprarne due.,e lo e lo
Buongiorno io sono Mario,tu lo lo
Prendiamo un caffe al bar,tu lo lo
"Certo volentieri, io lo prendero macchiato",certo e lo
A che ora arriva il pullman,tu lo lo
Le auguro una buona giornata,tu lo lo
Va bene grazie lo stesso,tu lo lo
Prego,tu lo lo
Dovrebbe arrivare tra qualche minuto,tu lo lo
Tutto bene tu,tu lo lo
Salve quanto costa quell articolo,tu lo lo
Buonasera io sono Mario,tu lo lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo e lo
