Truth,Decoded
Dovrebbe arrivare tra qualche minuto,puret e lo
A che ora arriva il pullman,puret e lo
Perfetto vorrei comprarne due.,pero e lo
Salve quanto costa quell articolo,pero e ecco
Va bene grazie lo stesso,puret e lo
Tutto bene tu,pero e lo
"Certo volentieri, io lo prendero macchiato",pero e lo
Buongiorno io sono Mario,puret e lo
Le auguro una buona giornata,puret e lo
Prego,certo e lo
Prendiamo un caffe al bar,pero e lo
Piacere Luigi come stai,pero e lo
Si grazie e arrivederci,prego
Certo ecco a lei vuole un sacchetto,prego
Va bene grazie lo stesso,prego
Le auguro una buona giornata,prego
