Truth,Decoded
Quanto costa il biglietto,euro a le lo
Piacere Luigi come stai,tutto in le lo
Le auguro una buona giornata,tu lo un un lo
Perfetto vorrei comprarne due.,certo io lo e lo
Buongiorno io sono Mario,tu lo io lo e lo
Prendiamo un caffe al bar,tutto a lo
"Certo volentieri, io lo prendero macchiato",certo e costa e io
A che ora arriva il pullman,a lo mario io e lo
Le auguro una buona giornata,a lo io lo e lo
Va bene grazie lo stesso,a lo io io a lo
Prego,prego un
Dovrebbe arrivare tra qualche minuto,a lo io a lo
Tutto bene tu,tutto io lo
Salve quanto costa quell articolo,e lo a a lo
Buonasera io sono Mario,a lo io io a lo
Purtroppo non lo so pero potresti chiedere all autista,un lo lo lo lo lo lo otsti bene achito
