Truth,Decoded
E in offerta costa dieci euro,tu lo a lo
Certo ecco a lei vuole un sacchetto,certo io lo e lo
Si grazie e arrivederci,certo io io io
Piacere Luigi come stai,tu lo io e lo
Tutto bene grazie,sono a lo
Quanto costa il biglietto,certo io io io
Va bene grazie lo stesso,e lo a io lo
Perfetto vorrei comprarne due.,certo sono costa edel io
Piacere Luigi come stai,certo in lei e io
Tutto bene grazie,tutto non lo
E in offerta costa dieci euro,certo in io io
Quanto costa il biglietto,tu lo in lo
Prendiamo un caffe al bar,tutto io io
A che ora arriva il pullman,tu lo a e io
Dovrebbe arrivare tra qualche minuto,tu lo in lo io io
Tutto bene tu,tutto e lo
