Truth,Decoded
"Certo volentieri, io lo prendero macchiato",certo e lo a un lo
Buonasera io sono Mario,prego e il mario
Certo ecco a lei vuole un sacchetto,certo e lo oepta ueder achiuto
Prego,prego
Salve quanto costa quell articolo,certo ora costa e io
A che ora arriva il pullman,a certo mario io lo
Piacere Luigi come stai,tu lo una bene a
E in offerta costa dieci euro,certo e a oesti qhederl atiuto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo un lo lo oproprsti chiedere lo autista
Si grazie e arrivederci,certo bene a a vuole achito
Tutto bene tu,tutto un tu
Tutto bene grazie,tutto e io a
Buongiorno io sono Mario,sono un io so lo
Prego,prego
Certo ecco a lei vuole un sacchetto,e lo e lo a lo lo
Piacere Luigi come stai,prego a conano lo
