Truth,Decoded
Prego,tu tu
Salve quanto costa quell articolo,certo qrte costa e atito
Buonasera io sono Mario,e lo in costa il io
Buongiorno io sono Mario,euro a come lo
Si grazie e arrivederci,certo e costa qedel atito
Le auguro una buona giornata,e lo a lo a e lo
Certo ecco a lei vuole un sacchetto,quanto io lo so
Purtroppo non lo so pero potresti chiedere all autista,certo e lo erer atito
"Certo volentieri, io lo prendero macchiato",certo qonte a costa il atito
Quanto costa il biglietto,quanto bene io
Va bene grazie lo stesso,a e mario io stai
Perfetto vorrei comprarne due.,e lo a oseto
Prendiamo un caffe al bar,certo in costa le atito
Buongiorno io sono Mario,sono un lo bene lo
Dovrebbe arrivare tra qualche minuto,a certo mario lo lo
Le auguro una buona giornata,e lo una ionoma
