Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo un lo lo opopra lo mario
Tutto bene tu,tutto e lo
"Certo volentieri, io lo prendero macchiato",e lo a a a io
Dovrebbe arrivare tra qualche minuto,a e io io certo
Prego,prego
Tutto bene grazie,tutto e lo
E in offerta costa dieci euro,e lo a costa e lo
Buongiorno io sono Mario,tutto un lo lo
A che ora arriva il pullman,a lo io io lo
Salve quanto costa quell articolo,certo lo e lo
Va bene grazie lo stesso,a lo mario io lo
Prendiamo un caffe al bar,un lo
Certo ecco a lei vuole un sacchetto,e lo a lo a lo
Si grazie e arrivederci,prego e lo
Buonasera io sono Mario,a lo a io lo
Perfetto vorrei comprarne due.,tu lo a lo lo
