Truth,Decoded
A che ora arriva il pullman,prego
Tutto bene grazie,tu lo
Perfetto vorrei comprarne due.,pero e lo
Quanto costa il biglietto,purere lo
Perfetto vorrei comprarne due.,prego
Buongiorno io sono Mario,purere io
Tutto bene tu,prego
Piacere Luigi come stai,prego
Purtroppo non lo so pero potresti chiedere all autista,certo e lo
Si grazie e arrivederci,certo e lo
Salve quanto costa quell articolo,certo e lo
Prego,prego
"Certo volentieri, io lo prendero macchiato",certo e lo
A che ora arriva il pullman,prego
Certo ecco a lei vuole un sacchetto,certo e lo
Tutto bene grazie,certo e io
