Truth,Decoded
Le auguro una buona giornata,tu lo e lo
"Certo volentieri, io lo prendero macchiato",e lo ora lo e lo
Quanto costa il biglietto,tutto un lo
A che ora arriva il pullman,prego lo lo
Dovrebbe arrivare tra qualche minuto,e e mario a e lo
Tutto bene tu,tutto un lo
Tutto bene grazie,tutto un lo
Va bene grazie lo stesso,e lo io lo a lo
Perfetto vorrei comprarne due.,tutto in comprarne lo
Purtroppo non lo so pero potresti chiedere all autista,certo sono ora e lo
Buonasera io sono Mario,tu lo a come lo
Prendiamo un caffe al bar,sono lo lo
Salve quanto costa quell articolo,e lo a come lo
Si grazie e arrivederci,e lo bene bene lo
E in offerta costa dieci euro,e lo a ora un lo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo lo oposra che mario
