Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo lo opopotrtr che mahiuto
Tutto bene tu,tutto e lo
"Certo volentieri, io lo prendero macchiato",certo e lei le io
Dovrebbe arrivare tra qualche minuto,e lo io ora le io
Prego,prego
Tutto bene grazie,tutto e e atito
E in offerta costa dieci euro,e lo a costa un lo
Buongiorno io sono Mario,tutto un lo lo
A che ora arriva il pullman,a lo mario lo lo
Salve quanto costa quell articolo,certo e ora e mario
Va bene grazie lo stesso,a lo mario lo
Prendiamo un caffe al bar,tutto un le lo
Certo ecco a lei vuole un sacchetto,e lo io lo a e io
Si grazie e arrivederci,tutto le lo
Buonasera io sono Mario,sono io lo lo
Perfetto vorrei comprarne due.,tutto a lo lo
