Truth,Decoded
Le auguro una buona giornata,sono un lo
"Certo volentieri, io lo prendero macchiato",e lo io come io
Quanto costa il biglietto,ora un lo
A che ora arriva il pullman,tutto a io
Dovrebbe arrivare tra qualche minuto,a eraria a lo
Tutto bene tu,tutto lo
Tutto bene grazie,tutto un lo
Va bene grazie lo stesso,a euro mario lo
Perfetto vorrei comprarne due.,sono a ora
Purtroppo non lo so pero potresti chiedere all autista,certo lo ora io
Buonasera io sono Mario,tu lo a sono
Prendiamo un caffe al bar,sono a lo
Salve quanto costa quell articolo,a lo a a lo
Si grazie e arrivederci,sono e lo
E in offerta costa dieci euro,e lo a come io
Purtroppo non lo so pero potresti chiedere all autista,purntopo lo lo lo opopopsra e mario
