Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo e io
Tutto bene tu,tu lo lo
"Certo volentieri, io lo prendero macchiato",certo e lo
Dovrebbe arrivare tra qualche minuto,e lo e lo
Prego,tu lo lo
Tutto bene grazie,certo e lo
E in offerta costa dieci euro,certo e lo
Buongiorno io sono Mario,tu lo lo
A che ora arriva il pullman,tu lo lo
Salve quanto costa quell articolo,certo lo e lo
Va bene grazie lo stesso,tu lo e lo
Prendiamo un caffe al bar,tu e e lo
Certo ecco a lei vuole un sacchetto,e lo e lo
Si grazie e arrivederci,tu lo e lo
Buonasera io sono Mario,tu lo lo
Perfetto vorrei comprarne due.,tu lo lo
