Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo lo oposra cnder mario
Tutto bene tu,tutto e lo
"Certo volentieri, io lo prendero macchiato",certo bene il ora le ahito
Dovrebbe arrivare tra qualche minuto,a euro mario io a io
Prego,prego
Tutto bene grazie,tutto e lo
E in offerta costa dieci euro,e lo e lo stai bene io
Buongiorno io sono Mario,tutto un io semao
A che ora arriva il pullman,a euro mario io lo
Salve quanto costa quell articolo,e lo e a e lo
Va bene grazie lo stesso,a bene mario io lo
Prendiamo un caffe al bar,tutto e le a
Certo ecco a lei vuole un sacchetto,e e a lo bene io
Si grazie e arrivederci,tutone lo
Buonasera io sono Mario,a certo mario io lo
Perfetto vorrei comprarne due.,a euro io come lo
