Truth,Decoded
Buonasera io sono Mario,tu io io
Prendiamo un caffe al bar,tu io lo
Piacere Luigi come stai,tu io io
Prego,pero lo
Tutto bene grazie,tu io io
Salve quanto costa quell articolo,tu io io
Dovrebbe arrivare tra qualche minuto,tu io io
Tutto bene tu,tu e lo
E in offerta costa dieci euro,tu io io
"Certo volentieri, io lo prendero macchiato",certo e e io
Buongiorno io sono Mario,tu io lo
Quanto costa il biglietto,tu io lo
A che ora arriva il pullman,tu io lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo e io
Perfetto vorrei comprarne due.,tu io lo
Piacere Luigi come stai,certo lo e lo
