Truth,Decoded
Le auguro una buona giornata,prego
E in offerta costa dieci euro,purer lo
Prendiamo un caffe al bar,prego
Buonasera io sono Mario,prego
Va bene grazie lo stesso,prego
Dovrebbe arrivare tra qualche minuto,prego
Si grazie e arrivederci,prego
Purtroppo non lo so pero potresti chiedere all autista,purene lo
Tutto bene tu,prego
Tutto bene grazie,prego
Certo ecco a lei vuole un sacchetto,prego
Le auguro una buona giornata,prego
Salve quanto costa quell articolo,prego
"Certo volentieri, io lo prendero macchiato",purene io
Buonasera io sono Mario,prego
A che ora arriva il pullman,prego
