Truth,Decoded
Piacere Luigi come stai,tu io lo
Buongiorno io sono Mario,tu io io
Dovrebbe arrivare tra qualche minuto,tu io lo
Prendiamo un caffe al bar,tu io lo
Quanto costa il biglietto,tu io e lo
E in offerta costa dieci euro,tu io io
Va bene grazie lo stesso,tu io e io
Perfetto vorrei comprarne due.,certo e io
Prego,tu io e lo
Certo ecco a lei vuole un sacchetto,prego e io
Si grazie e arrivederci,tu io e lo
E in offerta costa dieci euro,certo e io
Buonasera io sono Mario,tu io e lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo e lo
Tutto bene grazie,certo lo e lo
Quanto costa il biglietto,certo e lo
