Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtopono ora io io
Tutto bene tu,tutnone lo
"Certo volentieri, io lo prendero macchiato",e lo a a due io
Dovrebbe arrivare tra qualche minuto,a lo a certo
Prego,prego
Tutto bene grazie,turtene lo
E in offerta costa dieci euro,e lo a costa e io
Buongiorno io sono Mario,tutto un lo lo
A che ora arriva il pullman,tu lo una lo
Salve quanto costa quell articolo,e lo bene lo
Va bene grazie lo stesso,tu lo ora lo
Prendiamo un caffe al bar,tutto e lo
Certo ecco a lei vuole un sacchetto,e lo a lo lo
Si grazie e arrivederci,prego lo
Buonasera io sono Mario,tutto a lo
Perfetto vorrei comprarne due.,tu lo a lo
