Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,certo un lo ora e io
Tutto bene tu,tu lo a lo
"Certo volentieri, io lo prendero macchiato",certo a e lo
Dovrebbe arrivare tra qualche minuto,certo a e lo
Prego,tu lo lo
Tutto bene grazie,certo e e io
E in offerta costa dieci euro,certo lo lo e lo
Buongiorno io sono Mario,tu lo lo
A che ora arriva il pullman,tu lo a lo
Salve quanto costa quell articolo,certo e ecco
Va bene grazie lo stesso,tu lo a lo
Prendiamo un caffe al bar,tu lo a lo
Certo ecco a lei vuole un sacchetto,certo e lo
Si grazie e arrivederci,tu lo a lo
Buonasera io sono Mario,tu lo a lo
Perfetto vorrei comprarne due.,tu lo a lo
