Truth,Decoded
Buonasera io sono Mario,pero io
Prendiamo un caffe al bar,pero io
Piacere Luigi come stai,pero io
Prego,prego
Tutto bene grazie,due io
Salve quanto costa quell articolo,pero io
Dovrebbe arrivare tra qualche minuto,pero io
Tutto bene tu,prego
E in offerta costa dieci euro,pero io
"Certo volentieri, io lo prendero macchiato",pero lo
Buongiorno io sono Mario,prego
Quanto costa il biglietto,pero io
A che ora arriva il pullman,prego
Purtroppo non lo so pero potresti chiedere all autista,tutto io
Perfetto vorrei comprarne due.,due io
Piacere Luigi come stai,due io
