Truth,Decoded
Piacere Luigi come stai,certo lo e lo
Si grazie e arrivederci,certo lo lo e lo
Le auguro una buona giornata,certo lo lo e lo
Salve quanto costa quell articolo,certo lo lo bene io
Tutto bene tu,tu io io
Buonasera io sono Mario,certo e e lo
E in offerta costa dieci euro,tu io e io
Buongiorno io sono Mario,e io e io
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo lo e acito
Dovrebbe arrivare tra qualche minuto,tu io e io
Prendiamo un caffe al bar,tu io e io
Certo ecco a lei vuole un sacchetto,certo e lo
Prego,tu e lo
Va bene grazie lo stesso,tu io e io
Quanto costa il biglietto,tu io lo
"Certo volentieri, io lo prendero macchiato",certo lo lo lo e acito
