Truth,Decoded
Le auguro una buona giornata,tutto io
E in offerta costa dieci euro,prego e io
Prendiamo un caffe al bar,certo lo e lo
Buonasera io sono Mario,tutto io
Va bene grazie lo stesso,tu io lo
Dovrebbe arrivare tra qualche minuto,tu io lo
Si grazie e arrivederci,certo e io
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo e lo
Tutto bene tu,tu io lo
Tutto bene grazie,tu io lo
Certo ecco a lei vuole un sacchetto,tutto e io
Le auguro una buona giornata,tu io io
Salve quanto costa quell articolo,tutto lo
"Certo volentieri, io lo prendero macchiato",certo lo e io
Buonasera io sono Mario,tu io lo
A che ora arriva il pullman,tu io lo
