Truth,Decoded
Quanto costa il biglietto,e lo a le lo
Piacere Luigi come stai,certo lo le ecco
Le auguro una buona giornata,tu lo lo lo
Perfetto vorrei comprarne due.,certo e lo e lo
Buongiorno io sono Mario,tu lo a lo
Prendiamo un caffe al bar,euro lo
"Certo volentieri, io lo prendero macchiato",certo lo lo e lo
A che ora arriva il pullman,tu lo a lo lo
Le auguro una buona giornata,e lo a e lo
Va bene grazie lo stesso,e lo a e lo
Prego,e lo e lo
Dovrebbe arrivare tra qualche minuto,tu lo a e lo
Tutto bene tu,tu lo a lo
Salve quanto costa quell articolo,e lo e lo
Buonasera io sono Mario,tu lo a e lo
Purtroppo non lo so pero potresti chiedere all autista,certo sono ora e io
