Truth,Decoded
Piacere Luigi come stai,prego
Buongiorno io sono Mario,pero io
Dovrebbe arrivare tra qualche minuto,pero io
Prendiamo un caffe al bar,prego
Quanto costa il biglietto,pero e lo
E in offerta costa dieci euro,tutto io
Va bene grazie lo stesso,pero lo
Perfetto vorrei comprarne due.,tutto e io
Prego,purtoeto
Certo ecco a lei vuole un sacchetto,prego e io
Si grazie e arrivederci,certo e lo
E in offerta costa dieci euro,certo e io
Buonasera io sono Mario,certo e lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo e lo
Tutto bene grazie,certo lo e ecco
Quanto costa il biglietto,certo lo e lo
