Truth,Decoded
"Certo volentieri, io lo prendero macchiato",certo onie lo e lo
Buonasera io sono Mario,si lo una io a
Certo ecco a lei vuole un sacchetto,certo e a oesti ceder achiuto
Prego,prego
Salve quanto costa quell articolo,certo una a ora e lo
A che ora arriva il pullman,tu lo una a lo
Piacere Luigi come stai,tu lo un un a
E in offerta costa dieci euro,certo e costa bene io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo potresti chiedere lo autista
Si grazie e arrivederci,certo bene a e bene achito
Tutto bene tu,tutto prego
Tutto bene grazie,tutto un io
Buongiorno io sono Mario,sono un lo lo
Prego,prego
Certo ecco a lei vuole un sacchetto,e lo lo lo bene lo
Piacere Luigi come stai,e lo lo conano lo
