Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo lo opopopra e io
Tutto bene tu,turtone lo
"Certo volentieri, io lo prendero macchiato",certo a costa e io
Dovrebbe arrivare tra qualche minuto,a lo io io a lo
Prego,prego
Tutto bene grazie,tutto un lo
E in offerta costa dieci euro,e lo lo costa e io
Buongiorno io sono Mario,tutto un lo lo
A che ora arriva il pullman,a lo una lo lo
Salve quanto costa quell articolo,certo lo e mario
Va bene grazie lo stesso,a lo mario lo
Prendiamo un caffe al bar,purtn lo
Certo ecco a lei vuole un sacchetto,e lo io lo lo
Si grazie e arrivederci,prtn lo
Buonasera io sono Mario,sono io lo lo
Perfetto vorrei comprarne due.,euro io lo lo
