Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo lo oprorsra cndero mario
Tutto bene tu,tutto e lo
"Certo volentieri, io lo prendero macchiato",certo e a ora un io
Dovrebbe arrivare tra qualche minuto,e e io a a lo
Prego,prego
Tutto bene grazie,tutto un lo
E in offerta costa dieci euro,e lo e lo stai e io
Buongiorno io sono Mario,sono lo io e lo
A che ora arriva il pullman,e e a lo lo
Salve quanto costa quell articolo,certo lo e lo
Va bene grazie lo stesso,va e mario lo lo
Prendiamo un caffe al bar,tutto un le lo
Certo ecco a lei vuole un sacchetto,e lo io lo a e lo
Si grazie e arrivederci,tutto a a lo
Buonasera io sono Mario,e lo io io lo
Perfetto vorrei comprarne due.,prego a come lo
