Truth,Decoded
Dovrebbe arrivare tra qualche minuto,tutto e io
A che ora arriva il pullman,prego io
Perfetto vorrei comprarne due.,tutto e lo
Salve quanto costa quell articolo,certo lo e lo
Va bene grazie lo stesso,tutto e io
Tutto bene tu,certo e lo
"Certo volentieri, io lo prendero macchiato",certo e io
Buongiorno io sono Mario,tutto lo
Le auguro una buona giornata,certo e lo
Prego,certo lo e lo
Prendiamo un caffe al bar,certo lo e lo
Piacere Luigi come stai,certo lo e lo
Si grazie e arrivederci,tutto lo
Certo ecco a lei vuole un sacchetto,tutto lo
Va bene grazie lo stesso,tutto lo
Le auguro una buona giornata,tutto io
