Truth,Decoded
Piacere Luigi come stai,tu io e io
Buongiorno io sono Mario,tu io lo
Dovrebbe arrivare tra qualche minuto,tu io lo
Prendiamo un caffe al bar,tu io lo
Quanto costa il biglietto,tu io e io
E in offerta costa dieci euro,tu io e io
Va bene grazie lo stesso,tu io e io
Perfetto vorrei comprarne due.,certo e io
Prego,tu io e io
Certo ecco a lei vuole un sacchetto,e io e io
Si grazie e arrivederci,tu e e io
E in offerta costa dieci euro,certo lo e io
Buonasera io sono Mario,tu io e io
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo e io
Tutto bene grazie,certo io io
Quanto costa il biglietto,tu io e io
