Truth,Decoded
Quanto costa il biglietto,e lo a lo le lo
Piacere Luigi come stai,certo lo lo e actito
Le auguro una buona giornata,certo un bene lo
Perfetto vorrei comprarne due.,e lo io lo e lo
Buongiorno io sono Mario,certo e lo e actito
Prendiamo un caffe al bar,e lo io lo e lo
"Certo volentieri, io lo prendero macchiato",certo a costa e lo
A che ora arriva il pullman,e lo si e lo
Le auguro una buona giornata,e lo si e lo
Va bene grazie lo stesso,certo a lo e lo
Prego,e lo io lo e lo
Dovrebbe arrivare tra qualche minuto,e lo io e lo
Tutto bene tu,e lo io e lo
Salve quanto costa quell articolo,e lo si e lo
Buonasera io sono Mario,e euro si e lo
Purtroppo non lo so pero potresti chiedere all autista,certo bene costa e acito
