Truth,Decoded
A che ora arriva il pullman,tutto io
Tutto bene grazie,pero io
Perfetto vorrei comprarne due.,certo lo lo e lo
Quanto costa il biglietto,prego lo
Perfetto vorrei comprarne due.,prego io
Buongiorno io sono Mario,prego e io
Tutto bene tu,prego lo
Piacere Luigi come stai,tu io e io
Purtroppo non lo so pero potresti chiedere all autista,certo e lo
Si grazie e arrivederci,certo e lo
Salve quanto costa quell articolo,certo lo e io
Prego,tu e lo
"Certo volentieri, io lo prendero macchiato",certo e io
A che ora arriva il pullman,tu io io
Certo ecco a lei vuole un sacchetto,certo lo e lo
Tutto bene grazie,tu io e lo
