Truth,Decoded
Dovrebbe arrivare tra qualche minuto,certo e io
A che ora arriva il pullman,tu io lo
Perfetto vorrei comprarne due.,certo e lo
Salve quanto costa quell articolo,certo lo lo e lo
Va bene grazie lo stesso,tutto e io
Tutto bene tu,certo e lo
"Certo volentieri, io lo prendero macchiato",certo e lo
Buongiorno io sono Mario,tu io lo
Le auguro una buona giornata,certo lo lo e lo
Prego,certo lo e lo
Prendiamo un caffe al bar,certo e lo
Piacere Luigi come stai,certo lo e lo
Si grazie e arrivederci,tu io lo
Certo ecco a lei vuole un sacchetto,tu io e io
Va bene grazie lo stesso,tu io lo
Le auguro una buona giornata,tu io lo
