Truth,Decoded
Buonasera io sono Mario,pero io
Prendiamo un caffe al bar,pero lo
Piacere Luigi come stai,pero lo
Prego,tu e lo
Tutto bene grazie,tu lo
Salve quanto costa quell articolo,tu lo
Dovrebbe arrivare tra qualche minuto,pero io
Tutto bene tu,tu lo
E in offerta costa dieci euro,tu e io
"Certo volentieri, io lo prendero macchiato",tu e lo
Buongiorno io sono Mario,tu lo
Quanto costa il biglietto,tu e lo
A che ora arriva il pullman,pero lo
Purtroppo non lo so pero potresti chiedere all autista,tutto e lo
Perfetto vorrei comprarne due.,tu lo
Piacere Luigi come stai,pero e io
