Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo lo opopopra io atito
Tutto bene tu,tutto e io
"Certo volentieri, io lo prendero macchiato",e lo a al a le io
Dovrebbe arrivare tra qualche minuto,a lo io io le io
Prego,prego
Tutto bene grazie,tutto e e atito
E in offerta costa dieci euro,e lo a costa e io
Buongiorno io sono Mario,tutto un lo lo
A che ora arriva il pullman,a lo mario il lo
Salve quanto costa quell articolo,certo io io e atito
Va bene grazie lo stesso,a euro mario io lo
Prendiamo un caffe al bar,tutto e io
Certo ecco a lei vuole un sacchetto,e lo io lo e io
Si grazie e arrivederci,prtne io lo
Buonasera io sono Mario,a lo io il lo
Perfetto vorrei comprarne due.,tu lo a il lo
