Truth,Decoded
Le auguro una buona giornata,pero io
E in offerta costa dieci euro,pero io
Prendiamo un caffe al bar,pero io
Buonasera io sono Mario,pero io
Va bene grazie lo stesso,prego
Dovrebbe arrivare tra qualche minuto,due io
Si grazie e arrivederci,prego
Purtroppo non lo so pero potresti chiedere all autista,pero e io
Tutto bene tu,prego
Tutto bene grazie,prego
Certo ecco a lei vuole un sacchetto,prego
Le auguro una buona giornata,prego
Salve quanto costa quell articolo,prego
"Certo volentieri, io lo prendero macchiato",purne io
Buonasera io sono Mario,prego
A che ora arriva il pullman,prego
