Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,certo sono lo lo ora io ahiuto
Tutto bene tu,tu lo a lo
"Certo volentieri, io lo prendero macchiato",certo a a le io
Dovrebbe arrivare tra qualche minuto,e lo a le io
Prego,prego
Tutto bene grazie,certo e lo e atito
E in offerta costa dieci euro,certo un ora e atito
Buongiorno io sono Mario,tu lo lo lo
A che ora arriva il pullman,e lo a lo lo
Salve quanto costa quell articolo,certo un e lo
Va bene grazie lo stesso,e lo a e lo
Prendiamo un caffe al bar,sono un le lo
Certo ecco a lei vuole un sacchetto,e lo a lo e io
Si grazie e arrivederci,tutto un e lo
Buonasera io sono Mario,tu lo a lo lo
Perfetto vorrei comprarne due.,tu lo a le lo
