Truth,Decoded
Quanto costa il biglietto,tu lo a e lo
Piacere Luigi come stai,e lo a che atito
Le auguro una buona giornata,tu lo io e lo
Perfetto vorrei comprarne due.,certo io lo e io
Buongiorno io sono Mario,tu lo a certo
Prendiamo un caffe al bar,sono io e lo
"Certo volentieri, io lo prendero macchiato",certo a costa e io
A che ora arriva il pullman,tu lo a e lo
Le auguro una buona giornata,tu lo io e lo
Va bene grazie lo stesso,tu lo io io lo
Prego,tu lo io bene lo
Dovrebbe arrivare tra qualche minuto,tu lo a io lo
Tutto bene tu,sono a lo
Salve quanto costa quell articolo,e lo io lo e lo
Buonasera io sono Mario,tu lo a e lo
Purtroppo non lo so pero potresti chiedere all autista,purntopono lo opopotsti bene achito
