Truth,Decoded
Le auguro una buona giornata,tutto e lo
"Certo volentieri, io lo prendero macchiato",e lo io a lo
Quanto costa il biglietto,tu lo in lo
A che ora arriva il pullman,tu lo in lo
Dovrebbe arrivare tra qualche minuto,e lo io lo lo
Tutto bene tu,tutto un un
Tutto bene grazie,tutto un lo
Va bene grazie lo stesso,e lo a lo lo
Perfetto vorrei comprarne due.,tu lo io ora
Purtroppo non lo so pero potresti chiedere all autista,certo lo osane lo
Buonasera io sono Mario,tu lo io ora
Prendiamo un caffe al bar,tu lo a lo
Salve quanto costa quell articolo,e lo io lo lo
Si grazie e arrivederci,tu lo a lo
E in offerta costa dieci euro,e lo io a lo
Purtroppo non lo so pero potresti chiedere all autista,purtopono lo costa un io
