Truth,Decoded
Quanto costa il biglietto,quanto a io io lo
Piacere Luigi come stai,sono un bene lo
Le auguro una buona giornata,e lo a iomsemo
Perfetto vorrei comprarne due.,pero io costa e io
Buongiorno io sono Mario,quanto a io stai lo
Prendiamo un caffe al bar,euro a lo
"Certo volentieri, io lo prendero macchiato",certo una costa un ahiuto
A che ora arriva il pullman,a certo mario io io
Le auguro una buona giornata,le lo a cosanemuo
Va bene grazie lo stesso,a certo mario io a lo
Prego,tutto a lo lo
Dovrebbe arrivare tra qualche minuto,a pero ariario a e lo
Tutto bene tu,tutto a io io
Salve quanto costa quell articolo,e lo io cosane lo
Buonasera io sono Mario,a certo mario io a e lo
Purtroppo non lo so pero potresti chiedere all autista,un lo lo lo lo oprorsti chederal actitato
