Truth,Decoded
Prego,tu un lo
Salve quanto costa quell articolo,certo e costa un io
Buonasera io sono Mario,e lo io a stai io
Buongiorno io sono Mario,quanto a lo
Si grazie e arrivederci,certo e costa e io
Le auguro una buona giornata,e lo io lo a un io
Certo ecco a lei vuole un sacchetto,va lo io a lo
Purtroppo non lo so pero potresti chiedere all autista,certo qorne e e atito
"Certo volentieri, io lo prendero macchiato",purtroppo lo lo lo costa e io
Quanto costa il biglietto,tutto bene lo
Va bene grazie lo stesso,a pero tra io
Perfetto vorrei comprarne due.,e certo io lo lo
Prendiamo un caffe al bar,certo io costa le atito
Buongiorno io sono Mario,sono un ora io
Dovrebbe arrivare tra qualche minuto,prego a io
Le auguro una buona giornata,e lo a sono
