Truth,Decoded
E in offerta costa dieci euro,tu lo si e lo
Certo ecco a lei vuole un sacchetto,certo io lo e io
Si grazie e arrivederci,certo a tu e io
Piacere Luigi come stai,e lo io lo e io
Tutto bene grazie,sono a lo
Quanto costa il biglietto,e lo io il io
Va bene grazie lo stesso,a lo a le lo
Perfetto vorrei comprarne due.,certo un costa edel io
Piacere Luigi come stai,certo e costa e io
Tutto bene grazie,tutto lo lo
E in offerta costa dieci euro,e lo io io lo
Quanto costa il biglietto,tutto a il lo
Prendiamo un caffe al bar,tutto io lo lo
A che ora arriva il pullman,a lo a lo io
Dovrebbe arrivare tra qualche minuto,tu lo in lo e lo
Tutto bene tu,tutto e lo
