Truth,Decoded
Prego,tutto lo
Salve quanto costa quell articolo,certo vrte costa un atito
Buonasera io sono Mario,e lo io costa io
Buongiorno io sono Mario,buaetoai che io
Si grazie e arrivederci,certo e costa quell atito
Le auguro una buona giornata,e lo e lo a un io
Certo ecco a lei vuole un sacchetto,quanto bene a io
Purtroppo non lo so pero potresti chiedere all autista,certo e come e atito
"Certo volentieri, io lo prendero macchiato",certo vrte a costa e atito
Quanto costa il biglietto,tutto e lo
Va bene grazie lo stesso,a pero mario io io
Perfetto vorrei comprarne due.,puretro lei lo e lo
Prendiamo un caffe al bar,e certo io ioraqlel atito
Buongiorno io sono Mario,sono un io io io
Dovrebbe arrivare tra qualche minuto,tutto e io
Le auguro una buona giornata,si lo a ionemao
