Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo lo opoporsta under mario
Tutto bene tu,tutto e lo
"Certo volentieri, io lo prendero macchiato",certo e lo a le io
Dovrebbe arrivare tra qualche minuto,e e io corale lo
Prego,prego
Tutto bene grazie,tutto lo
E in offerta costa dieci euro,e lo e costa bene lo
Buongiorno io sono Mario,tutto un lo lo
A che ora arriva il pullman,a lo una lo lo
Salve quanto costa quell articolo,e lo lo e mario
Va bene grazie lo stesso,a e una lo
Prendiamo un caffe al bar,tutto un lo lo
Certo ecco a lei vuole un sacchetto,e lo e lo e lo
Si grazie e arrivederci,tutto un lo
Buonasera io sono Mario,tutto a lo lo
Perfetto vorrei comprarne due.,tutto a lo lo
