Truth,Decoded
"Certo volentieri, io lo prendero macchiato",certo io ora e lo
Buonasera io sono Mario,e lo a lo lo
Certo ecco a lei vuole un sacchetto,certo io ora io acito
Prego,prego
Salve quanto costa quell articolo,certo a ora e io
A che ora arriva il pullman,tu lo a lo
Piacere Luigi come stai,e lo a e lo
E in offerta costa dieci euro,certo io a e io
Purtroppo non lo so pero potresti chiedere all autista,certo sono lo ora hier achita
Si grazie e arrivederci,certo ora tu il achito
Tutto bene tu,euro lo
Tutto bene grazie,tu lo a le lo
Buongiorno io sono Mario,tu lo un lo lo
Prego,prego lo
Certo ecco a lei vuole un sacchetto,e lo a lo e io
Piacere Luigi come stai,e lo a lo lo
