Truth,Decoded
E in offerta costa dieci euro,e lo a e lo
Certo ecco a lei vuole un sacchetto,certo a lo e lo
Si grazie e arrivederci,certo a a e lo
Piacere Luigi come stai,e lo io e lo
Tutto bene grazie,e lo si lo
Quanto costa il biglietto,certo bene lo io ahito
Va bene grazie lo stesso,e lo a lo e lo
Perfetto vorrei comprarne due.,certo lo costa e io
Piacere Luigi come stai,certo un lo stai le lo
Tutto bene grazie,tutto in e lo
E in offerta costa dieci euro,tu lo e le lo
Quanto costa il biglietto,tu lo in lo
Prendiamo un caffe al bar,tutto a lo lo
A che ora arriva il pullman,e lo a lo lo
Dovrebbe arrivare tra qualche minuto,e lo io lo lo
Tutto bene tu,tutto un lo
