Truth,Decoded
Prego,certo
Salve quanto costa quell articolo,certo e costa e io
Buonasera io sono Mario,e lo io a e lo
Buongiorno io sono Mario,tu lo a lo lo
Si grazie e arrivederci,certo e ostie lo
Le auguro una buona giornata,e lo a lo e lo
Certo ecco a lei vuole un sacchetto,a lo io a lo
Purtroppo non lo so pero potresti chiedere all autista,certo e cosrede atito
"Certo volentieri, io lo prendero macchiato",purtropornto costa e atito
Quanto costa il biglietto,puoeto a io
Va bene grazie lo stesso,a euro mario io lo
Perfetto vorrei comprarne due.,e euro io lo
Prendiamo un caffe al bar,certo si corale io
Buongiorno io sono Mario,sono io lo
Dovrebbe arrivare tra qualche minuto,tutto a lo
Le auguro una buona giornata,si lo in lo lo
