Truth,Decoded
Buonasera io sono Mario,due io
Prendiamo un caffe al bar,pero io
Piacere Luigi come stai,purer io
Prego,pero io
Tutto bene grazie,due io
Salve quanto costa quell articolo,pero io
Dovrebbe arrivare tra qualche minuto,pero io
Tutto bene tu,prego
E in offerta costa dieci euro,due io
"Certo volentieri, io lo prendero macchiato",pero io
Buongiorno io sono Mario,due io
Quanto costa il biglietto,pero io
A che ora arriva il pullman,pero io
Purtroppo non lo so pero potresti chiedere all autista,tutto lo
Perfetto vorrei comprarne due.,pero io
Piacere Luigi come stai,pero lo
