Truth,Decoded
Prego,e lo
Salve quanto costa quell articolo,a lo e costa io
Buonasera io sono Mario,si lo io costa lo io
Buongiorno io sono Mario,quanto a lo e lo
Si grazie e arrivederci,a lo qtie iostie io
Le auguro una buona giornata,e lo e lo a un io
Certo ecco a lei vuole un sacchetto,quanto bene a io
Purtroppo non lo so pero potresti chiedere all autista,certo io lo erer io
"Certo volentieri, io lo prendero macchiato",certo e cosrne stito
Quanto costa il biglietto,e lo ieril prego ahioto
Va bene grazie lo stesso,va e e arriva io aleiuo
Perfetto vorrei comprarne due.,si bene mario io sono
Prendiamo un caffe al bar,certo bene io le ahito
Buongiorno io sono Mario,sono e copale io
Dovrebbe arrivare tra qualche minuto,euro e io
Le auguro una buona giornata,si lo una bonemai
