Truth,Decoded
Prego,tu lo
Salve quanto costa quell articolo,sono io come io
Buonasera io sono Mario,sono e lo so lo
Buongiorno io sono Mario,quanto a bene lo
Si grazie e arrivederci,prego io costa io
Le auguro una buona giornata,prego a lo bene io
Certo ecco a lei vuole un sacchetto,tutto bene a lo
Purtroppo non lo so pero potresti chiedere all autista,prego lo prego so
"Certo volentieri, io lo prendero macchiato",certo e coprne sono
Quanto costa il biglietto,tutto e io
Va bene grazie lo stesso,va pero arriva io taeo
Perfetto vorrei comprarne due.,pero a lo so
Prendiamo un caffe al bar,e lo io iopalel io
Buongiorno io sono Mario,sono un ioane io
Dovrebbe arrivare tra qualche minuto,tra io
Le auguro una buona giornata,si lo una ionemao
