Truth,Decoded
Buonasera io sono Mario,lo lo
E in offerta costa dieci euro,e lo
Buongiorno io sono Mario,lo
Certo ecco a lei vuole un sacchetto,e lo
Purtroppo non lo so pero potresti chiedere all autista,bene lo
Dovrebbe arrivare tra qualche minuto,e lo io lo
"Certo volentieri, io lo prendero macchiato",lo lo lo lo lo lo
Salve quanto costa quell articolo,lo io
Purtroppo non lo so pero potresti chiedere all autista,lo lo lo lo lo lo io
Piacere Luigi come stai,lo lo lo io
Le auguro una buona giornata,euro lo lo lo io
Quanto costa il biglietto,lo lo io io io
Dovrebbe arrivare tra qualche minuto,ruorio lo
Buonasera io sono Mario,io
Perfetto vorrei comprarne due.,lo lo lo
Tutto bene tu,io
